image URN	page URN
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_263	urn:cite:ogl:1533grclat1.page.250
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_264	urn:cite:ogl:1533grclat1.page.251
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_265	urn:cite:ogl:1533grclat1.page.252
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_266	urn:cite:ogl:1533grclat1.page.253
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_267	urn:cite:ogl:1533grclat1.page.254
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_268	urn:cite:ogl:1533grclat1.page.255
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_269	urn:cite:ogl:1533grclat1.page.256
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_270	urn:cite:ogl:1533grclat1.page.257
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_271	urn:cite:ogl:1533grclat1.page.258
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_272	urn:cite:ogl:1533grclat1.page.259
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_273	urn:cite:ogl:1533grclat1.page.260
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_274	urn:cite:ogl:1533grclat1.page.261
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_275	urn:cite:ogl:1533grclat1.page.262
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_276	urn:cite:ogl:1533grclat1.page.263
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_277	urn:cite:ogl:1533grclat1.page.264
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_278	urn:cite:ogl:1533grclat1.page.265
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_279	urn:cite:ogl:1533grclat1.page.266
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_280	urn:cite:ogl:1533grclat1.page.267
urn:cite:ogl:1533grclat1.img.grynaeus_1533_v1_1_281	urn:cite:ogl:1533grclat1.page.268
